repo_name,owner,repo_name_short,language,description,html_url,norm_openrank,norm_star_fork_avg,norm_activity,openrank_slope,activity_volatility,star_growth_rate,ecosystem_correlation,contributor_strength,semantic_similarity,basic_strength_score,temporal_dynamic_score,relationship_enhancement_score,final_priority_score
netdata/netdata,netdata,netdata,C,"The fastest path to AI-powered full stack observability, even for lean teams.",https://github.com/netdata/netdata,1.7,1.68,7.9,1.7,0.15,1.7,8.36,0.15,1.7,2.93,1.23,4.57,2.75
mermaid-js/mermaid,mermaid-js,mermaid,TypeScript,Generation of diagrams like flowcharts or sequence diagrams from text in a similar manner as markdown,https://github.com/mermaid-js/mermaid,1.87,1.88,7.74,1.87,0.1,1.87,7.7,0.1,1.87,3.05,1.34,4.25,2.75
modelcontextprotocol/servers,modelcontextprotocol,servers,TypeScript,Model Context Protocol Servers,https://github.com/modelcontextprotocol/servers,1.66,1.71,7.31,1.66,0.03,1.66,8.96,0.03,1.66,2.81,1.17,4.82,2.74
alacritty/alacritty,alacritty,alacritty,Rust,"A cross-platform, OpenGL terminal emulator.",https://github.com/alacritty/alacritty,1.36,1.31,9.65,1.36,0.02,1.36,9.03,0.02,1.36,3.0,0.96,4.79,2.73
swiftlang/swift,swiftlang,swift,C++,The Swift Programming Language,https://github.com/swiftlang/swift,1.53,1.61,7.88,1.53,1.39,1.53,7.12,1.39,1.53,2.82,1.49,4.28,2.72
moby/moby,moby,moby,Go,The Moby Project - a collaborative project for the container ecosystem to assemble container-based systems,https://github.com/moby/moby,1.57,1.81,7.92,1.57,0.39,1.57,8.14,0.39,1.57,2.91,1.22,4.5,2.72
elastic/elasticsearch,elastic,elasticsearch,Java,"Free and Open Source, Distributed, RESTful Search Engine",https://github.com/elastic/elasticsearch,1.67,2.04,7.78,1.67,0.66,1.67,7.23,0.66,1.67,3.0,1.36,4.14,2.71
infiniflow/ragflow,infiniflow,ragflow,Python,RAGFlow is a leading open-source Retrieval-Augmented Generation (RAG) engine that fuses cutting-edge RAG with Agent capabilities to create a superior context layer for LLMs,https://github.com/infiniflow/ragflow,1.56,1.58,8.07,1.56,0.04,1.56,8.74,0.04,1.56,2.87,1.1,4.69,2.71
chartjs/Chart.js,chartjs,Chart.js,JavaScript,Simple HTML5 Charts using the <canvas> tag,https://github.com/chartjs/Chart.js,1.47,1.59,8.44,1.47,0.03,1.47,8.84,0.03,1.47,2.9,1.04,4.72,2.71
ansible/ansible,ansible,ansible,Python,"Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and maintain. Automate everything from code deployment to network configuration to cloud management, in a language that approaches plain English, using SSH, with no agents to install on remote systems. https://docs.ansible.com.",https://github.com/ansible/ansible,1.49,1.85,8.75,1.49,0.39,1.49,7.76,0.39,1.49,3.05,1.16,4.3,2.7
facebook/docusaurus,facebook,docusaurus,TypeScript,Easy to maintain open source documentation websites.,https://github.com/facebook/docusaurus,1.39,1.47,7.92,1.39,0.05,1.39,9.46,0.05,1.39,2.72,0.99,5.02,2.69
apache/superset,apache,superset,TypeScript,Apache Superset is a Data Visualization and Data Exploration Platform,https://github.com/apache/superset,1.53,1.73,7.59,1.53,0.13,1.53,8.76,0.13,1.53,2.8,1.11,4.72,2.69
strapi/strapi,strapi,strapi,TypeScript,"🚀 Strapi is the leading open-source headless CMS. It’s 100% JavaScript/TypeScript, fully customizable, and developer-first.",https://github.com/strapi/strapi,1.56,1.61,9.69,1.56,0.26,1.56,7.18,0.26,1.56,3.2,1.17,3.98,2.69
Comfy-Org/ComfyUI,Comfy-Org,ComfyUI,Python,"The most powerful and modular diffusion model GUI, api and backend with a graph/nodes interface.",https://github.com/Comfy-Org/ComfyUI,2.18,2.22,8.37,2.18,0.03,2.18,5.28,0.03,2.18,3.43,1.54,3.09,2.68
redis/redis,redis,redis,C,"For developers, who are building real-time data-driven applications, Redis is the preferred, fastest, and most feature-rich cache, data structure server, and document and vector query engine.",https://github.com/redis/redis,1.59,1.95,8.21,1.59,0.09,1.59,7.89,0.09,1.59,3.02,1.14,4.29,2.68
enaqx/awesome-react,enaqx,awesome-react,0,A collection of awesome things regarding React ecosystem,https://github.com/enaqx/awesome-react,1.57,1.59,7.41,1.57,0.01,1.57,8.88,0.01,1.57,2.74,1.1,4.76,2.67
ChatGPTNextWeb/NextChat,ChatGPTNextWeb,NextChat,TypeScript,✨ Light and Fast AI Assistant. Support: Web | iOS | MacOS | Android |  Linux | Windows,https://github.com/ChatGPTNextWeb/NextChat,1.91,2.97,8.42,1.91,0.02,1.91,5.42,0.02,1.91,3.53,1.35,3.1,2.66
grafana/grafana,grafana,grafana,TypeScript,"The open and composable observability and data visualization platform. Visualize metrics, logs, and traces from multiple sources like Prometheus, Loki, Elasticsearch, InfluxDB, Postgres and many more. ",https://github.com/grafana/grafana,1.57,1.71,7.81,1.57,0.46,1.57,7.66,0.46,1.57,2.86,1.24,4.28,2.65
goldbergyoni/nodebestpractices,goldbergyoni,nodebestpractices,Dockerfile,:white_check_mark:  The Node.js best practices list (July 2024),https://github.com/goldbergyoni/nodebestpractices,2.31,2.32,7.95,2.31,0.03,2.31,4.7,0.03,2.31,3.44,1.62,2.82,2.65
nestjs/nest,nestjs,nest,TypeScript,"A progressive Node.js framework for building efficient, scalable, and enterprise-grade server-side applications with TypeScript/JavaScript 🚀",https://github.com/nestjs/nest,1.63,1.66,7.67,1.63,0.14,1.63,8.01,0.14,1.63,2.85,1.18,4.37,2.65
syncthing/syncthing,syncthing,syncthing,Go,Open Source Continuous File Synchronization,https://github.com/syncthing/syncthing,1.73,1.68,9.01,1.73,0.06,1.73,6.89,0.06,1.73,3.17,1.23,3.81,2.65
socketio/socket.io,socketio,socket.io,TypeScript,Realtime application framework (Node.JS server),https://github.com/socketio/socket.io,1.38,1.47,9.25,1.38,0.05,1.38,8.36,0.05,1.38,2.98,0.98,4.47,2.65
opencv/opencv,opencv,opencv,C++,Open Source Computer Vision Library,https://github.com/opencv/opencv,1.88,2.86,7.62,1.88,0.25,1.88,5.65,0.25,1.88,3.32,1.39,3.28,2.64
scikit-learn/scikit-learn,scikit-learn,scikit-learn,Python,scikit-learn: machine learning in Python,https://github.com/scikit-learn/scikit-learn,1.42,1.83,7.59,1.42,0.24,1.42,8.51,0.24,1.42,2.78,1.06,4.61,2.64
pallets/flask,pallets,flask,Python,The Python micro framework for building web applications.,https://github.com/pallets/flask,1.56,1.76,7.45,1.56,0.04,1.56,8.32,0.04,1.56,2.8,1.11,4.49,2.63
OpenHands/OpenHands,OpenHands,OpenHands,Python,🙌 OpenHands: AI-Driven Development,https://github.com/OpenHands/OpenHands,1.46,1.5,7.69,1.46,0.04,1.46,8.84,0.04,1.46,2.72,1.03,4.72,2.63
AppFlowy-IO/AppFlowy,AppFlowy-IO,AppFlowy,Dart,"Bring projects, wikis, and teams together with AI. AppFlowy is the AI collaborative workspace where you achieve more without losing control of your data. The leading open source Notion alternative.",https://github.com/AppFlowy-IO/AppFlowy,1.48,1.45,9.55,1.48,0.05,1.48,7.6,0.05,1.48,3.09,1.05,4.11,2.63
fffaraz/awesome-cpp,fffaraz,awesome-cpp,0,"A curated list of awesome C++ (or C) frameworks, libraries, resources, and shiny things. Inspired by awesome-... stuff.",https://github.com/fffaraz/awesome-cpp,1.52,1.55,7.69,1.52,0.01,1.52,8.57,0.01,1.52,2.76,1.07,4.59,2.63
minio/minio,minio,minio,Go,"MinIO is a high-performance, S3 compatible object store, open sourced under GNU AGPLv3 license.",https://github.com/minio/minio,1.31,1.34,9.01,1.31,0.09,1.31,8.57,0.09,1.31,2.86,0.94,4.57,2.62
TheAlgorithms/Java,TheAlgorithms,Java,Java,All Algorithms implemented in Java,https://github.com/TheAlgorithms/Java,1.42,1.72,7.43,1.42,0.02,1.42,8.82,0.02,1.42,2.71,1.0,4.7,2.61
git/git,git,git,C,Git Source Code Mirror - This is a publish-only repository but pull requests can be turned into patches to the mailing list via GitGitGadget (https://gitgitgadget.github.io/). Please follow Documentation/SubmittingPatches procedure for any of your improvements.,https://github.com/git/git,1.29,1.72,7.08,1.29,0.56,1.29,8.8,0.56,1.29,2.57,1.07,4.83,2.61
localstack/localstack,localstack,localstack,Python,💻 A fully functional local AWS cloud stack. Develop and test your cloud & Serverless apps offline,https://github.com/localstack/localstack,1.41,1.38,7.95,1.41,0.05,1.41,8.86,0.05,1.41,2.71,1.0,4.73,2.61
anuraghazra/github-readme-stats,anuraghazra,github-readme-stats,JavaScript,:zap: Dynamically generated stats for your github readmes,https://github.com/anuraghazra/github-readme-stats,1.71,2.15,8.87,1.71,0.01,1.71,6.27,0.01,1.71,3.27,1.2,3.48,2.6
bradtraversy/design-resources-for-developers,bradtraversy,design-resources-for-developers,0,"Curated list of design and UI resources from stock photos, web templates, CSS frameworks, UI libraries, tools and much more",https://github.com/bradtraversy/design-resources-for-developers,1.41,1.53,7.78,1.41,0.02,1.41,8.72,0.02,1.41,2.72,0.99,4.64,2.6
remix-run/react-router,remix-run,react-router,TypeScript,Declarative routing for React,https://github.com/remix-run/react-router,1.23,1.35,8.63,1.23,0.07,1.23,8.9,0.07,1.23,2.75,0.89,4.72,2.59
BurntSushi/ripgrep,BurntSushi,ripgrep,Rust,ripgrep recursively searches directories for a regex pattern while respecting your gitignore,https://github.com/BurntSushi/ripgrep,1.29,1.23,8.92,1.29,0.02,1.29,8.72,0.02,1.29,2.8,0.91,4.62,2.59
d3/d3,d3,d3,Shell,"Bring data to life with SVG, Canvas and HTML. :bar_chart::chart_with_upwards_trend::tada:",https://github.com/d3/d3,2.47,2.71,8.56,2.47,0.03,2.47,2.8,0.03,2.47,3.76,1.74,1.9,2.59
LadybirdBrowser/ladybird,LadybirdBrowser,ladybird,C++,Truly independent web browser,https://github.com/LadybirdBrowser/ladybird,1.26,1.21,7.69,1.26,0.52,1.26,8.82,0.52,1.26,2.53,1.04,4.82,2.58
spring-projects/spring-framework,spring-projects,spring-framework,Java,Spring Framework,https://github.com/spring-projects/spring-framework,1.31,1.98,9.06,1.31,0.24,1.31,7.41,0.24,1.31,3.06,0.99,4.04,2.58
reduxjs/redux,reduxjs,redux,TypeScript,A JS library for predictable global state management,https://github.com/reduxjs/redux,1.35,1.54,7.92,1.35,0.03,1.35,8.7,0.03,1.35,2.72,0.95,4.63,2.58
traefik/traefik,traefik,traefik,Go,The Cloud Native Application Proxy,https://github.com/traefik/traefik,1.34,1.34,8.44,1.34,0.04,1.34,8.61,0.04,1.34,2.76,0.95,4.59,2.58
microsoft/autogen,microsoft,autogen,Python,A programming framework for agentic AI,https://github.com/microsoft/autogen,1.17,1.23,8.49,1.17,0.03,1.17,9.23,0.03,1.17,2.65,0.83,4.86,2.57
keras-team/keras,keras-team,keras,Python,Deep Learning for humans,https://github.com/keras-team/keras,1.4,1.68,7.62,1.4,0.08,1.4,8.43,0.08,1.4,2.73,1.01,4.52,2.57
starship/starship,starship,starship,Rust,"☄🌌️  The minimal, blazing-fast, and infinitely customizable prompt for any shell!",https://github.com/starship/starship,1.17,1.12,8.28,1.17,0.03,1.17,9.4,0.03,1.17,2.58,0.83,4.94,2.56
vuejs/core,vuejs,core,TypeScript,"🖖 Vue.js is a progressive, incrementally-adoptable JavaScript framework for building UI on the web.",https://github.com/vuejs/core,1.16,1.24,8.47,1.16,0.05,1.16,9.19,0.05,1.16,2.64,0.83,4.84,2.56
protocolbuffers/protobuf,protocolbuffers,protobuf,C++,Protocol Buffers - Google's data interchange format,https://github.com/protocolbuffers/protobuf,1.54,1.73,7.48,1.54,0.16,1.54,7.68,0.16,1.54,2.79,1.13,4.2,2.56
webpack/webpack,webpack,webpack,JavaScript,"A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading parts of the application on demand. Through ""loaders"", modules can be CommonJs, AMD, ES6 modules, CSS, Images, JSON, Coffeescript, LESS, ... and your custom stuff.",https://github.com/webpack/webpack,1.45,1.51,7.64,1.45,0.13,1.45,8.18,0.13,1.45,2.71,1.05,4.42,2.56
commaai/openpilot,commaai,openpilot,Python,"openpilot is an operating system for robotics. Currently, it upgrades the driver assistance system on 300+ supported cars.",https://github.com/commaai/openpilot,1.31,1.41,7.62,1.31,0.12,1.31,8.84,0.12,1.31,2.6,0.95,4.72,2.55
angular/angular.js,angular,angular.js,JavaScript,AngularJS - HTML enhanced for web apps!,https://github.com/angular/angular.js,1.3,1.74,8.28,1.3,0.06,1.3,8.2,0.06,1.3,2.82,0.93,4.38,2.55
rust-lang/rustlings,rust-lang,rustlings,Rust,:crab: Small exercises to get you used to reading and writing Rust code!,https://github.com/rust-lang/rustlings,1.35,1.46,8.0,1.35,0.02,1.35,8.53,0.02,1.35,2.71,0.95,4.54,2.55
anomalyco/opencode,anomalyco,opencode,TypeScript,The open source coding agent.,https://github.com/anomalyco/opencode,1.14,1.14,8.4,1.14,0.05,1.14,9.36,0.05,1.14,2.59,0.82,4.92,2.55
nuxt/nuxt,nuxt,nuxt,TypeScript,The Progressive Web Framework.,https://github.com/nuxt/nuxt,1.3,1.3,7.97,1.3,0.1,1.3,8.7,0.1,1.3,2.64,0.94,4.64,2.54
hoppscotch/hoppscotch,hoppscotch,hoppscotch,TypeScript,"Open-Source API Development Ecosystem • https://hoppscotch.io • Offline, On-Prem & Cloud • Web, Desktop & CLI • Open-Source Alternative to Postman, Insomnia",https://github.com/hoppscotch/hoppscotch,1.7,1.67,9.25,1.7,0.04,1.7,5.9,0.04,1.7,3.2,1.21,3.3,2.53
run-llama/llama_index,run-llama,llama_index,Python,LlamaIndex is the leading framework for building LLM-powered agents over your data.,https://github.com/run-llama/llama_index,1.02,1.06,8.28,1.02,0.05,1.02,9.81,0.05,1.02,2.48,0.73,5.13,2.53
SimplifyJobs/Summer2026-Internships,SimplifyJobs,Summer2026-Internships,0,Collection of Summer 2026 tech internships!,https://github.com/SimplifyJobs/Summer2026-Internships,0.94,0.93,9.55,0.94,0.25,0.94,9.15,0.25,0.94,2.66,0.74,4.84,2.53
caddyserver/caddy,caddyserver,caddy,Go,Fast and extensible multi-platform HTTP/1-2-3 web server with automatic HTTPS,https://github.com/caddyserver/caddy,1.52,1.48,8.8,1.52,0.02,1.52,7.08,0.02,1.52,2.96,1.07,3.85,2.52
tldr-pages/tldr,tldr-pages,tldr,Markdown,📚 Collaborative cheatsheets for console commands,https://github.com/tldr-pages/tldr,1.34,1.32,7.74,1.34,0.15,1.34,8.45,0.15,1.34,2.61,0.98,4.54,2.52
jesseduffield/lazygit,jesseduffield,lazygit,Go,simple terminal UI for git commands,https://github.com/jesseduffield/lazygit,1.55,1.46,8.54,1.55,0.05,1.55,7.12,0.05,1.55,2.92,1.1,3.89,2.52
rails/rails,rails,rails,Ruby,Ruby on Rails,https://github.com/rails/rails,1.28,1.61,7.64,1.28,0.69,1.28,7.6,0.69,1.28,2.65,1.1,4.26,2.51
ethereum/go-ethereum,ethereum,go-ethereum,Go,Go implementation of the Ethereum protocol,https://github.com/ethereum/go-ethereum,1.11,1.45,7.64,1.11,0.12,1.11,9.21,0.12,1.11,2.52,0.81,4.86,2.51
microsoft/generative-ai-for-beginners,microsoft,generative-ai-for-beginners,Jupyter Notebook,"21 Lessons, Get Started Building with Generative AI ",https://github.com/microsoft/generative-ai-for-beginners,2.3,3.23,7.74,2.3,0.01,2.3,2.88,0.01,2.3,3.67,1.62,1.9,2.51
laurent22/joplin,laurent22,joplin,TypeScript,"Joplin - the privacy-focused note taking app with sync capabilities for Windows, macOS, Linux, Android and iOS.",https://github.com/laurent22/joplin,1.16,1.18,8.16,1.16,0.1,1.16,8.99,0.1,1.16,2.57,0.84,4.76,2.51
ElemeFE/element,ElemeFE,element,Vue,A Vue.js 2.0 UI Toolkit for Web,https://github.com/ElemeFE/element,1.19,1.38,8.8,1.19,0.03,1.19,8.34,0.03,1.19,2.77,0.84,4.42,2.51
TanStack/query,TanStack,query,TypeScript,"🤖 Powerful asynchronous state management, server-state utilities and data fetching for the web. TS/JS, React Query, Solid Query, Svelte Query and Vue Query.",https://github.com/TanStack/query,1.06,1.04,8.16,1.06,0.03,1.06,9.63,0.03,1.06,2.47,0.75,5.03,2.51
justjavac/free-programming-books-zh_CN,justjavac,free-programming-books-zh_CN,0,:books: 免费的计算机编程类中文书籍，欢迎投稿,https://github.com/justjavac/free-programming-books-zh_CN,2.55,2.91,7.29,2.55,0.01,2.55,2.44,0.01,2.55,3.61,1.79,1.73,2.5
521xueweihan/HelloGitHub,521xueweihan,HelloGitHub,Python,":octocat: 分享 GitHub 上有趣、入门级的开源项目。Share interesting, entry-level open source projects on GitHub.",https://github.com/521xueweihan/HelloGitHub,3.07,3.02,7.43,3.07,0.0,3.07,0.21,0.0,3.07,3.93,2.15,0.72,2.5
gatsbyjs/gatsby,gatsbyjs,gatsby,JavaScript,"The best React-based framework with performance, scalability and security built in.",https://github.com/gatsbyjs/gatsby,1.23,1.33,7.88,1.23,0.15,1.23,8.61,0.15,1.23,2.59,0.91,4.6,2.5
openai/openai-cookbook,openai,openai-cookbook,Jupyter Notebook,Examples and guides for using the OpenAI API,https://github.com/openai/openai-cookbook,1.56,1.66,7.85,1.56,0.01,1.56,7.16,0.01,1.56,2.85,1.09,3.9,2.5
MunGell/awesome-for-beginners,MunGell,awesome-for-beginners,0,A list of awesome beginners-friendly projects.,https://github.com/MunGell/awesome-for-beginners,1.79,1.79,7.08,1.79,0.01,1.79,6.54,0.01,1.79,2.85,1.26,3.63,2.49
microsoft/Web-Dev-For-Beginners,microsoft,Web-Dev-For-Beginners,JavaScript,"24 Lessons, 12 Weeks, Get Started as a Web Developer",https://github.com/microsoft/Web-Dev-For-Beginners,2.09,2.21,7.36,2.09,0.02,2.09,4.76,0.02,2.09,3.18,1.47,2.8,2.49
DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,DefinitelyTyped,TypeScript,The repository for high quality TypeScript type definitions.,https://github.com/DefinitelyTyped/DefinitelyTyped,1.12,1.64,7.74,1.12,0.64,1.12,8.01,0.64,1.12,2.6,0.97,4.42,2.49
junegunn/fzf,junegunn,fzf,Go,:cherry_blossom: A command-line fuzzy finder,https://github.com/junegunn/fzf,1.69,1.59,8.87,1.69,0.02,1.69,6.0,0.02,1.69,3.09,1.19,3.35,2.49
NationalSecurityAgency/ghidra,NationalSecurityAgency,ghidra,Java,Ghidra is a software reverse engineering (SRE) framework,https://github.com/NationalSecurityAgency/ghidra,1.39,1.41,9.13,1.39,0.11,1.39,7.02,0.11,1.39,2.95,1.01,3.82,2.49
rust-unofficial/awesome-rust,rust-unofficial,awesome-rust,Rust,A curated list of Rust code and resources.,https://github.com/rust-unofficial/awesome-rust,1.21,1.17,7.5,1.21,0.04,1.21,9.11,0.04,1.21,2.45,0.86,4.81,2.48
colinhacks/zod,colinhacks,zod,TypeScript,TypeScript-first schema validation with static type inference,https://github.com/colinhacks/zod,0.91,0.87,8.94,0.91,0.02,0.91,9.59,0.02,0.91,2.5,0.64,4.98,2.47
go-gitea/gitea,go-gitea,gitea,Go,"Git with a cup of tea! Painless self-hosted all-in-one software development service, including Git hosting, code review, team collaboration, package registry and CI/CD",https://github.com/go-gitea/gitea,1.16,1.19,8.63,1.16,0.14,1.16,8.3,0.14,1.16,2.67,0.86,4.43,2.47
typst/typst,typst,typst,Rust,A markup-based typesetting system that is powerful and easy to learn.,https://github.com/typst/typst,1.1,1.04,9.55,1.1,0.03,1.1,8.16,0.03,1.1,2.77,0.78,4.31,2.46
rclone/rclone,rclone,rclone,Go,"""rsync for cloud storage"" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Azure Blob, Azure Files, Yandex Files",https://github.com/rclone/rclone,1.21,1.2,8.21,1.21,0.07,1.21,8.36,0.07,1.21,2.6,0.86,4.44,2.46
prettier/prettier,prettier,prettier,JavaScript,Prettier is an opinionated code formatter.,https://github.com/prettier/prettier,1.13,1.13,7.78,1.13,0.08,1.13,8.94,0.08,1.13,2.46,0.81,4.72,2.45
danielmiessler/SecLists,danielmiessler,SecLists,PHP,"SecLists is the security tester's companion. It's a collection of multiple types of lists used during security assessments, collected in one place. List types include usernames, passwords, URLs, sensitive data patterns, fuzzing payloads, web shells, and many more.",https://github.com/danielmiessler/SecLists,1.5,1.87,8.58,1.5,0.04,1.5,6.34,0.04,1.5,3.03,1.06,3.48,2.45
